year,nuts_id,nuts_year,value,variable,description,unit,nuts_name
2014,UKL2,2013,3.2,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Wales
2014,UKJ1,2013,3.18,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Berkshire, Buckinghamshire and Oxfordshire"
2014,UKE3,2013,3.1,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),South Yorkshire
2014,UKM2,2013,3.08,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Eastern Scotland
2014,UKC1,2013,3.08,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Tees Valley and Durham
2014,UKE2,2013,3.06,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),North Yorkshire
2014,UKK1,2013,3.05,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Gloucestershire, Wiltshire and Bristol/Bath area"
2014,UKG3,2013,3.02,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Midlands
2014,UKD3,2013,3.0,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Greater Manchester
2014,UKJ3,2013,3.0,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Hampshire and Isle of Wight
2014,UKM3,2013,2.99,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),South Western Scotland
2014,UKJ2,2013,2.98,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Surrey, East and West Sussex"
2014,UKI4,2013,2.97,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Inner London - East
2014,UKK4,2013,2.97,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Devon
2014,UKF1,2013,2.96,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Derbyshire and Nottinghamshire
2014,UKN0,2013,2.95,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Northern Ireland
2014,UKE4,2013,2.93,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Yorkshire
2014,UKD7,2013,2.92,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Merseyside
2014,UKL1,2013,2.91,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Wales and The Valleys
2014,UKC2,2013,2.89,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Northumberland and Tyne and Wear
2014,UKM5,2013,2.88,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),North Eastern Scotland
2014,UKF2,2013,2.85,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Leicestershire, Rutland and Northamptonshire"
2014,UKD4,2013,2.85,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Lancashire
2014,UKJ4,2013,2.84,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Kent
2014,UKH3,2013,2.79,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Essex
2014,UKH2,2013,2.77,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Bedfordshire and Hertfordshire
2014,UKM6,2013,2.76,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Highlands and Islands
2014,UKG2,2013,2.72,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Shropshire and Staffordshire
2014,UKI6,2013,2.7,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - South
2014,UKE1,2013,2.7,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Yorkshire and Northern Lincolnshire
2014,UKK2,2013,2.69,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Dorset and Somerset
2014,UKI7,2013,2.58,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - West and North West
2014,UKF3,2013,2.51,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Lincolnshire
2014,UKI5,2013,2.35,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - East and North East
2014,UKD1,2013,2.13,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cumbria
2014,UKD6,2013,2.08,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cheshire
2014,UKG1,2013,2.08,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Herefordshire, Worcestershire and Warwickshire"
2014,UKK3,2013,2.04,mean_ref,"The mean REF score for the NUTS2 area considering only STEM subjects (see aux/ref_stem.txt) for the subjects that we selected. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cornwall and Isles of Scilly
2014,UKI3,2013,3099.78,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Inner London - West
2014,UKJ1,2013,1438.36,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Berkshire, Buckinghamshire and Oxfordshire"
2014,UKM2,2013,1163.48,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Eastern Scotland
2014,UKH1,2013,1116.53,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Anglia
2014,UKG3,2013,757.93,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Midlands
2014,UKD3,2013,629.42,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Greater Manchester
2014,UKK1,2013,620.86,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Gloucestershire, Wiltshire and Bristol/Bath area"
2014,UKM3,2013,537.79,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),South Western Scotland
2014,UKF1,2013,485.0,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Derbyshire and Nottinghamshire
2014,UKE4,2013,453.53,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Yorkshire
2014,UKJ3,2013,416.84,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Hampshire and Isle of Wight
2014,UKI4,2013,410.57,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Inner London - East
2014,UKJ2,2013,410.38,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Surrey, East and West Sussex"
2014,UKE3,2013,387.85,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),South Yorkshire
2014,UKC2,2013,344.19,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Northumberland and Tyne and Wear
2014,UKF2,2013,333.84,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Leicestershire, Rutland and Northamptonshire"
2014,UKN0,2013,322.85,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Northern Ireland
2014,UKL2,2013,311.32,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Wales
2014,UKK4,2013,267.39,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Devon
2014,UKL1,2013,262.55,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),West Wales and The Valleys
2014,UKD7,2013,256.35,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Merseyside
2014,UKC1,2013,249.22,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Tees Valley and Durham
2014,UKD4,2013,232.56,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Lancashire
2014,UKE2,2013,231.48,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),North Yorkshire
2014,UKJ4,2013,158.39,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Kent
2014,UKM5,2013,150.54,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),North Eastern Scotland
2014,UKI7,2013,122.68,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - West and North West
2014,UKH3,2013,112.29,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Essex
2014,UKH2,2013,102.15,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Bedfordshire and Hertfordshire
2014,UKG2,2013,62.55,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Shropshire and Staffordshire
2014,UKE1,2013,50.53,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),East Yorkshire and Northern Lincolnshire
2014,UKK2,2013,27.53,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Dorset and Somerset
2014,UKF3,2013,23.74,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Lincolnshire
2014,UKI6,2013,22.62,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - South
2014,UKI5,2013,19.69,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Outer London - East and North East
2014,UKM6,2013,8.7,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Highlands and Islands
2014,UKD6,2013,7.62,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cheshire
2014,UKG1,2013,4.9,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),"Herefordshire, Worcestershire and Warwickshire"
2014,UKK3,2013,3.62,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cornwall and Isles of Scilly
2014,UKD1,2013,1.73,total_4_fte,"The mean REF score for the NUTS2 area. This is the average of the scores in all departments weighted by the Full time equivalents submitted in each category (4*, 3*, 2* with higher scores representing better assessments)",REF Score (1-4),Cumbria
2015,UKC1,2013,1355.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Tees Valley and Durham
2016,UKC1,2016,1335.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Tees Valley and Durham
2017,UKC1,2016,1360.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Tees Valley and Durham
2015,UKC2,2013,2335.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Northumberland and Tyne and Wear
2016,UKC2,2016,2390.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Northumberland and Tyne and Wear
2017,UKC2,2016,2390.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Northumberland and Tyne and Wear
2015,UKD1,2013,50.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Cumbria
2016,UKD1,2016,45.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Cumbria
2017,UKD1,2016,45.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Cumbria
2015,UKD3,2013,4205.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Greater Manchester
2016,UKD3,2016,4300.0,fte_research_students,Total number of full-time students enrolled in STEM subjects in the area,integer,Greater Manchester
