year,nuts_id,nuts_year_spec,aps_econ_active_stem_profs_data
2015,UKD35,2013,13500.0
2016,UKD35,2016,13000.0
2017,UKD35,2016,11800.0
2018,UKD35,2016,9100.0
2019,UKD35,2016,12300.0
2013,UKD36,2013,10700.0
2014,UKD36,2013,9400.0
2015,UKD36,2013,9900.0
2016,UKD36,2016,14100.0
2017,UKD36,2016,11400.0
2018,UKD36,2016,11800.0
2019,UKD36,2016,15300.0
2013,UKD37,2013,8600.0
2014,UKD37,2013,10800.0
2015,UKD37,2013,10600.0
2016,UKD37,2016,9200.0
2017,UKD37,2016,10200.0
2018,UKD37,2016,12200.0
2019,UKD37,2016,14100.0
2010,UKD41,2010,2600.0
2011,UKD41,2010,1900.0
2012,UKD41,2010,1600.0
2013,UKD41,2013,2300.0
2014,UKD41,2013,2400.0
2015,UKD41,2013,1600.0
2016,UKD41,2016,1600.0
2017,UKD41,2016,1900.0
2018,UKD41,2016,2300.0
2019,UKD41,2016,2100.0
2010,UKD42,2010,1900.0
2011,UKD42,2010,2200.0
2012,UKD42,2010,1600.0
2013,UKD42,2013,2200.0
2014,UKD42,2013,1400.0
2015,UKD42,2013,2500.0
2016,UKD42,2016,1900.0
2017,UKD42,2016,1200.0
2018,UKD42,2016,2300.0
2019,UKD42,2016,2800.0
2010,UKD43,2010,24300.0
2011,UKD43,2010,23400.0
2012,UKD43,2010,26600.0
2013,UKD44,2013,5700.0
2014,UKD44,2013,4900.0
2015,UKD44,2013,7800.0
2016,UKD44,2016,5900.0
2017,UKD44,2016,5600.0
2018,UKD44,2016,5400.0
2019,UKD44,2016,3200.0
2013,UKD45,2013,8900.0
2014,UKD45,2013,10100.0
2015,UKD45,2013,5300.0
2016,UKD45,2016,8000.0
2017,UKD45,2016,8100.0
2018,UKD45,2016,11600.0
2019,UKD45,2016,9400.0
2013,UKD46,2013,3700.0
2014,UKD46,2013,2600.0
2015,UKD46,2013,3300.0
2016,UKD46,2016,5500.0
2017,UKD46,2016,6000.0
2018,UKD46,2016,4700.0
2019,UKD46,2016,6100.0
2013,UKD47,2013,7300.0
2014,UKD47,2013,6300.0
2015,UKD47,2013,5800.0
2016,UKD47,2016,3100.0
2017,UKD47,2016,5000.0
2018,UKD47,2016,6900.0
2019,UKD47,2016,3700.0
2010,UKD61,2010,6400.0
2011,UKD61,2010,4900.0
2012,UKD61,2010,7600.0
2013,UKD61,2013,8600.0
2014,UKD61,2013,7400.0
2015,UKD61,2013,8500.0
2016,UKD61,2016,8900.0
2017,UKD61,2016,6800.0
2018,UKD61,2016,6900.0
2019,UKD61,2016,9900.0
2010,UKD62,2010,11700.0
2011,UKD62,2010,10500.0
2012,UKD62,2010,13900.0
2013,UKD62,2013,13700.0
2014,UKD62,2013,13500.0
2015,UKD62,2013,11200.0
2016,UKD62,2016,10200.0
2017,UKD62,2016,10100.0
2018,UKD62,2016,11000.0
2019,UKD62,2016,12700.0
2010,UKD63,2010,10100.0
2011,UKD63,2010,7500.0
2012,UKD63,2010,10700.0
2013,UKD63,2013,8800.0
2014,UKD63,2013,11400.0
2015,UKD63,2013,7800.0
2016,UKD63,2016,7000.0
2017,UKD63,2016,11900.0
2018,UKD63,2016,13800.0
2019,UKD63,2016,11900.0
2010,UKD71,2010,6400.0
2011,UKD71,2010,7400.0
2012,UKD71,2010,6600.0
2013,UKD71,2013,7600.0
2014,UKD71,2013,7000.0
2015,UKD71,2013,8400.0
2016,UKD71,2016,9000.0
2017,UKD71,2016,8700.0
2018,UKD71,2016,8000.0
2019,UKD71,2016,9600.0
2010,UKD72,2010,8100.0
2011,UKD72,2010,7300.0
2012,UKD72,2010,4200.0
2013,UKD72,2013,8100.0
2014,UKD72,2013,8300.0
2015,UKD72,2013,14500.0
2016,UKD72,2016,9000.0
2017,UKD72,2016,11100.0
2018,UKD72,2016,10500.0
2019,UKD72,2016,12800.0
2010,UKD73,2010,3600.0
2011,UKD73,2010,5600.0
2012,UKD73,2010,5500.0
2013,UKD73,2013,5800.0
2014,UKD73,2013,6400.0
2015,UKD73,2013,4900.0
2016,UKD73,2016,3500.0
2017,UKD73,2016,3900.0
2018,UKD73,2016,5000.0
2019,UKD73,2016,4800.0
2010,UKD74,2010,5800.0
2011,UKD74,2010,7000.0
2012,UKD74,2010,4600.0
2013,UKD74,2013,2800.0
2014,UKD74,2013,5300.0
2015,UKD74,2013,7900.0
2016,UKD74,2016,8200.0
2017,UKD74,2016,5500.0
2018,UKD74,2016,8500.0
2019,UKD74,2016,6200.0
2010,UKE11,2010,3400.0
2011,UKE11,2010,3400.0
2012,UKE11,2010,3500.0
2013,UKE11,2013,4000.0
2014,UKE11,2013,3000.0
2015,UKE11,2013,5500.0
2016,UKE11,2016,5000.0
2017,UKE11,2016,3300.0
2018,UKE11,2016,4200.0
2019,UKE11,2016,4400.0
2010,UKE12,2010,8900.0
2011,UKE12,2010,6200.0
2012,UKE12,2010,5500.0
2013,UKE12,2013,5500.0
2014,UKE12,2013,5600.0
2015,UKE12,2013,4800.0
2016,UKE12,2016,6000.0
2017,UKE12,2016,7100.0
2018,UKE12,2016,8500.0
2019,UKE12,2016,8200.0
2010,UKE13,2010,5700.0
2011,UKE13,2010,3900.0
2012,UKE13,2010,4200.0
2013,UKE13,2013,5100.0
2014,UKE13,2013,4200.0
2015,UKE13,2013,4400.0
2016,UKE13,2016,4800.0
2017,UKE13,2016,4400.0
2018,UKE13,2016,3900.0
2019,UKE13,2016,4100.0
2010,UKE21,2010,5100.0
2011,UKE21,2010,5000.0
2012,UKE21,2010,5200.0
2013,UKE21,2013,5900.0
2014,UKE21,2013,4900.0
2015,UKE21,2013,5500.0
2016,UKE21,2016,6700.0
2017,UKE21,2016,7200.0
2018,UKE21,2016,6100.0
2019,UKE21,2016,6100.0
2010,UKE22,2010,8100.0
2011,UKE22,2010,8400.0
2012,UKE22,2010,12900.0
2013,UKE22,2013,13700.0
2014,UKE22,2013,10900.0
2015,UKE22,2013,12100.0
2016,UKE22,2016,12500.0
2017,UKE22,2016,11600.0
2018,UKE22,2016,10000.0
2019,UKE22,2016,11900.0
2010,UKE31,2010,8700.0
2011,UKE31,2010,9400.0
2012,UKE31,2010,9300.0
2013,UKE31,2013,9700.0
2014,UKE31,2013,10000.0
2015,UKE31,2013,8600.0
2016,UKE31,2016,12200.0
2017,UKE31,2016,12000.0
2018,UKE31,2016,11900.0
2019,UKE31,2016,10600.0
2010,UKE32,2010,11100.0
2011,UKE32,2010,12400.0
2012,UKE32,2010,16400.0
2013,UKE32,2013,16700.0
2014,UKE32,2013,13200.0
2015,UKE32,2013,13600.0
2016,UKE32,2016,11700.0
2017,UKE32,2016,20800.0
2018,UKE32,2016,24200.0
2019,UKE32,2016,20000.0
2010,UKE41,2010,8800.0
2011,UKE41,2010,6600.0
2012,UKE41,2010,10100.0
2013,UKE41,2013,11400.0
2014,UKE41,2013,10100.0
2015,UKE41,2013,10500.0
2016,UKE41,2016,8000.0
2017,UKE41,2016,9300.0
2018,UKE41,2016,9800.0
2019,UKE41,2016,8400.0
2010,UKE42,2010,20100.0
2011,UKE42,2010,19400.0
2012,UKE42,2010,16400.0
2013,UKE42,2013,19200.0
2014,UKE42,2013,14900.0
2015,UKE42,2013,15300.0
2016,UKE42,2016,20600.0
2017,UKE42,2016,16100.0
2018,UKE42,2016,19800.0
2019,UKE42,2016,25200.0
2010,UKE44,2010,12300.0
2011,UKE44,2010,9400.0
2012,UKE44,2010,10700.0
2013,UKE44,2013,9800.0
2014,UKE44,2013,11700.0
2015,UKE44,2013,14600.0
2016,UKE44,2016,15800.0
2017,UKE44,2016,14300.0
2018,UKE44,2016,13600.0
2019,UKE44,2016,16700.0
2010,UKE45,2010,5500.0
2011,UKE45,2010,3800.0
2012,UKE45,2010,3900.0
2013,UKE45,2013,4200.0
2014,UKE45,2013,4900.0
2015,UKE45,2013,3500.0
2016,UKE45,2016,7200.0
2017,UKE45,2016,5600.0
2018,UKE45,2016,7000.0
2019,UKE45,2016,6600.0
2010,UKF11,2010,6100.0
2011,UKF11,2010,6500.0
2012,UKF11,2010,5100.0
2013,UKF11,2013,6200.0
2014,UKF11,2013,8300.0
2015,UKF11,2013,9600.0
2016,UKF11,2016,8500.0
2017,UKF11,2016,6100.0
2018,UKF11,2016,7500.0
2019,UKF11,2016,8200.0
2010,UKF12,2010,4800.0
2011,UKF12,2010,5000.0
2012,UKF12,2010,4100.0
2013,UKF12,2013,4900.0
2014,UKF12,2013,6900.0
2015,UKF12,2013,4900.0
2016,UKF12,2016,5400.0
2017,UKF12,2016,6000.0
2018,UKF12,2016,7300.0
2019,UKF12,2016,6300.0
2010,UKF13,2010,12000.0
2011,UKF13,2010,16600.0
2012,UKF13,2010,8000.0
2013,UKF13,2013,11300.0
2014,UKF13,2013,10300.0
2015,UKF13,2013,20700.0
2016,UKF13,2016,13700.0
2017,UKF13,2016,13700.0
2018,UKF13,2016,10400.0
2019,UKF13,2016,13500.0
2010,UKF14,2010,3900.0
2011,UKF14,2010,4500.0
2012,UKF14,2010,4200.0
2013,UKF14,2013,5700.0
2014,UKF14,2013,6900.0
2015,UKF14,2013,9600.0
2016,UKF14,2016,8200.0
2017,UKF14,2016,8900.0
2018,UKF14,2016,7100.0
2019,UKF14,2016,8600.0
2010,UKF15,2010,4800.0
2011,UKF15,2010,5900.0
2012,UKF15,2010,5700.0
2013,UKF15,2013,6500.0
2014,UKF15,2013,4000.0
2015,UKF15,2013,7200.0
2016,UKF15,2016,5900.0
2017,UKF15,2016,6900.0
2018,UKF15,2016,7700.0
2019,UKF15,2016,5500.0
2010,UKF16,2010,8400.0
2011,UKF16,2010,9600.0
2012,UKF16,2010,10100.0
2013,UKF16,2013,12400.0
2014,UKF16,2013,12300.0
2015,UKF16,2013,12400.0
2016,UKF16,2016,8900.0
2017,UKF16,2016,8500.0
2018,UKF16,2016,10300.0
2019,UKF16,2016,11900.0
2010,UKF21,2010,3100.0
2011,UKF21,2010,3900.0
2012,UKF21,2010,5100.0
2013,UKF21,2013,5400.0
2014,UKF21,2013,5900.0
2015,UKF21,2013,7900.0
2016,UKF21,2016,6000.0
2017,UKF21,2016,7900.0
2018,UKF21,2016,7700.0
2019,UKF21,2016,8600.0
2010,UKF22,2010,13500.0
2011,UKF22,2010,14600.0
2012,UKF22,2010,18800.0
2013,UKF22,2013,23100.0
2014,UKF22,2013,19400.0
2015,UKF22,2013,22000.0
2016,UKF22,2016,19000.0
2017,UKF22,2016,19100.0
2018,UKF22,2016,15600.0
2019,UKF22,2016,16500.0
2010,UKF24,2010,6800.0
2011,UKF24,2010,7300.0
2012,UKF24,2010,7200.0
2013,UKF24,2013,8800.0
2014,UKF24,2013,11400.0
2015,UKF24,2013,10900.0
2016,UKF24,2016,11100.0
2017,UKF24,2016,15500.0
2018,UKF24,2016,14900.0
2019,UKF24,2016,14000.0
2010,UKF25,2010,8300.0
2011,UKF25,2010,7200.0
2012,UKF25,2010,5200.0
2013,UKF25,2013,4900.0
2014,UKF25,2013,6200.0
2015,UKF25,2013,4300.0
2016,UKF25,2016,7900.0
2017,UKF25,2016,8100.0
2018,UKF25,2016,8300.0
2019,UKF25,2016,6400.0
2010,UKF30,2010,8800.0
2011,UKF30,2010,8300.0
2012,UKF30,2010,15200.0
2013,UKF30,2013,9500.0
2014,UKF30,2013,13500.0
2015,UKF30,2013,12200.0
2016,UKF30,2016,12600.0
2017,UKF30,2016,14500.0
2018,UKF30,2016,11800.0
2019,UKF30,2016,14900.0
2010,UKG11,2010,3900.0
2011,UKG11,2010,2300.0
2012,UKG11,2010,3300.0
2013,UKG11,2013,3400.0
2014,UKG11,2013,3400.0
2015,UKG11,2013,4100.0
2016,UKG11,2016,4200.0
2017,UKG11,2016,5500.0
2018,UKG11,2016,4400.0
2019,UKG11,2016,4800.0
2010,UKG12,2010,12700.0
2011,UKG12,2010,15400.0
2012,UKG12,2010,13900.0
2013,UKG12,2013,13800.0
2014,UKG12,2013,18300.0
2015,UKG12,2013,12600.0
2016,UKG12,2016,17000.0
2017,UKG12,2016,15800.0
2018,UKG12,2016,14600.0
2019,UKG12,2016,11500.0
2010,UKG13,2010,14800.0
2011,UKG13,2010,11000.0
2012,UKG13,2010,15100.0
2013,UKG13,2013,18000.0
2014,UKG13,2013,19900.0
2015,UKG13,2013,23600.0
2016,UKG13,2016,20900.0
2017,UKG13,2016,17800.0
2018,UKG13,2016,18800.0
2019,UKG13,2016,25300.0
2010,UKG21,2010,4200.0
2011,UKG21,2010,4200.0
2012,UKG21,2010,3400.0
2013,UKG21,2013,3600.0
2014,UKG21,2013,3600.0
2015,UKG21,2013,3500.0
2016,UKG21,2016,3300.0
2017,UKG21,2016,4300.0
2018,UKG21,2016,4500.0
2019,UKG21,2016,5100.0
2010,UKG22,2010,5600.0
2011,UKG22,2010,5200.0
2012,UKG22,2010,5400.0
2013,UKG22,2013,6300.0
2014,UKG22,2013,7800.0
2015,UKG22,2013,5700.0
2016,UKG22,2016,5700.0
2017,UKG22,2016,7000.0
2018,UKG22,2016,7200.0
2019,UKG22,2016,7000.0
2010,UKG23,2010,3200.0
2011,UKG23,2010,3100.0
2012,UKG23,2010,4200.0
2013,UKG23,2013,3400.0
2014,UKG23,2013,3300.0
2015,UKG23,2013,3900.0
2016,UKG23,2016,3700.0
2017,UKG23,2016,4800.0
2018,UKG23,2016,2600.0
2019,UKG23,2016,5300.0
2010,UKG24,2010,15200.0
2011,UKG24,2010,18100.0
2012,UKG24,2010,22100.0
2013,UKG24,2013,20800.0
2014,UKG24,2013,14800.0
2015,UKG24,2013,18000.0
2016,UKG24,2016,18400.0
2017,UKG24,2016,17500.0
2018,UKG24,2016,25500.0
2019,UKG24,2016,23700.0
2010,UKG31,2010,18200.0
2011,UKG31,2010,16000.0
2012,UKG31,2010,14900.0
2013,UKG31,2013,13900.0
2014,UKG31,2013,16600.0
2015,UKG31,2013,18600.0
2016,UKG31,2016,20800.0
2017,UKG31,2016,22500.0
2018,UKG31,2016,28600.0
2019,UKG31,2016,20500.0
2010,UKG32,2010,4200.0
2011,UKG32,2010,5400.0
2012,UKG32,2010,5600.0
2013,UKG32,2013,4200.0
2014,UKG32,2013,6700.0
2015,UKG32,2013,6900.0
2016,UKG32,2016,7000.0
2017,UKG32,2016,6500.0
2018,UKG32,2016,6700.0
2019,UKG32,2016,8100.0
2010,UKG33,2010,9300.0
2011,UKG33,2010,10100.0
2012,UKG33,2010,6500.0
2013,UKG33,2013,4900.0
2014,UKG33,2013,8100.0
2015,UKG33,2013,9100.0
2016,UKG33,2016,10100.0
2017,UKG33,2016,12500.0
2018,UKG33,2016,13900.0
2019,UKG33,2016,14300.0
2010,UKG36,2010,5200.0
2011,UKG36,2010,4900.0
2012,UKG36,2010,3400.0
2013,UKG36,2013,3600.0
2014,UKG36,2013,5000.0
2015,UKG36,2013,5400.0
2016,UKG36,2016,4900.0
2017,UKG36,2016,7700.0
2018,UKG36,2016,5600.0
2019,UKG36,2016,6100.0
2010,UKG37,2010,3600.0
2011,UKG37,2010,3400.0
2012,UKG37,2010,2900.0
2013,UKG37,2013,3100.0
2014,UKG37,2013,3700.0
2015,UKG37,2013,6300.0
2016,UKG37,2016,3500.0
2017,UKG37,2016,2200.0
2018,UKG37,2016,5600.0
2019,UKG37,2016,5600.0
2010,UKG38,2010,3400.0
2011,UKG38,2010,3900.0
2012,UKG38,2010,2400.0
2013,UKG38,2013,3000.0
2014,UKG38,2013,4200.0
2015,UKG38,2013,3300.0
2016,UKG38,2016,4100.0
2017,UKG38,2016,3700.0
2018,UKG38,2016,3700.0
2019,UKG38,2016,2600.0
2010,UKG39,2010,3300.0
2011,UKG39,2010,3300.0
2012,UKG39,2010,2700.0
2013,UKG39,2013,3400.0
2014,UKG39,2013,2700.0
2015,UKG39,2013,2100.0
2016,UKG39,2016,3800.0
2017,UKG39,2016,2700.0
2018,UKG39,2016,3700.0
2019,UKG39,2016,3400.0
2010,UKH11,2010,3600.0
2011,UKH11,2010,4400.0
2012,UKH11,2010,4000.0
2013,UKH11,2013,3800.0
2014,UKH11,2013,4700.0
2015,UKH11,2013,4500.0
2016,UKH11,2016,5200.0
2017,UKH11,2016,3800.0
2018,UKH11,2016,5700.0
2019,UKH11,2016,4800.0
2010,UKH12,2010,28700.0
2011,UKH12,2010,31400.0
2012,UKH12,2010,30900.0
2013,UKH12,2013,33500.0
2014,UKH12,2013,30900.0
2015,UKH12,2013,36200.0
2016,UKH12,2016,35400.0
2017,UKH12,2016,30100.0
2018,UKH12,2016,41300.0
2019,UKH12,2016,41200.0
2010,UKH13,2010,15300.0
2011,UKH13,2010,13300.0
2012,UKH13,2010,17000.0
2010,UKH14,2010,16500.0
2011,UKH14,2010,17700.0
2012,UKH14,2010,16900.0
2013,UKH14,2013,14600.0
2014,UKH14,2013,16300.0
2015,UKH14,2013,16300.0
2016,UKH14,2016,17300.0
2017,UKH14,2016,14000.0
2018,UKH14,2016,13700.0
2019,UKH14,2016,18400.0
2013,UKH15,2013,7900.0
2014,UKH15,2013,8400.0
2015,UKH15,2013,7100.0
2016,UKH15,2016,6800.0
2017,UKH15,2016,7500.0
2018,UKH15,2016,7900.0
2019,UKH15,2016,8200.0
2013,UKH16,2013,2900.0
2014,UKH16,2013,4000.0
2015,UKH16,2013,4000.0
2016,UKH16,2016,5800.0
2017,UKH16,2016,6800.0
2018,UKH16,2016,7600.0
2019,UKH16,2016,4400.0
2013,UKH17,2013,4300.0
2014,UKH17,2013,3400.0
2015,UKH17,2013,4500.0
2016,UKH17,2016,9800.0
2017,UKH17,2016,7700.0
2018,UKH17,2016,6100.0
2019,UKH17,2016,7200.0
2010,UKH21,2010,2900.0
2011,UKH21,2010,2700.0
2012,UKH21,2010,6000.0
2013,UKH21,2013,4800.0
2014,UKH21,2013,5300.0
2015,UKH21,2013,3800.0
2016,UKH21,2016,5700.0
2017,UKH21,2016,3200.0
2018,UKH21,2016,3600.0
2019,UKH21,2016,4200.0
2010,UKH23,2010,45600.0
2011,UKH23,2010,38900.0
2012,UKH23,2010,40400.0
2013,UKH23,2013,40500.0
2014,UKH23,2013,41000.0
2015,UKH23,2013,35700.0
2016,UKH23,2016,41700.0
2017,UKH23,2016,40100.0
2018,UKH23,2016,37200.0
2019,UKH23,2016,42300.0
2010,UKH24,2010,4300.0
2011,UKH24,2010,4500.0
2012,UKH24,2010,7900.0
2013,UKH24,2013,5100.0
2014,UKH24,2013,3900.0
2015,UKH24,2013,5100.0
2016,UKH24,2016,5600.0
2017,UKH24,2016,5400.0
2018,UKH24,2016,5800.0
2019,UKH24,2016,3500.0
2010,UKH25,2010,9400.0
2011,UKH25,2010,7200.0
2012,UKH25,2010,6600.0
2013,UKH25,2013,9400.0
2014,UKH25,2013,10100.0
2015,UKH25,2013,9700.0
2016,UKH25,2016,10200.0
2017,UKH25,2016,8700.0
2018,UKH25,2016,8100.0
2019,UKH25,2016,10800.0
2010,UKH31,2010,3700.0
2011,UKH31,2010,3600.0
2012,UKH31,2010,4800.0
2013,UKH31,2013,4900.0
2014,UKH31,2013,5300.0
2015,UKH31,2013,5100.0
2016,UKH31,2016,3900.0
2017,UKH31,2016,3600.0
2018,UKH31,2016,3200.0
2019,UKH31,2016,4300.0
2010,UKH32,2010,3000.0
2011,UKH32,2010,1800.0
2012,UKH32,2010,2800.0
2013,UKH32,2013,3200.0
2014,UKH32,2013,2300.0
2015,UKH32,2013,1900.0
2016,UKH32,2016,2800.0
2017,UKH32,2016,2500.0
2018,UKH32,2016,2700.0
2019,UKH32,2016,4900.0
2010,UKH33,2010,28000.0
2011,UKH33,2010,30600.0
2012,UKH33,2010,29000.0
2013,UKH34,2013,9700.0
2014,UKH34,2013,8200.0
2015,UKH34,2013,10100.0
2016,UKH34,2016,12300.0
2017,UKH34,2016,7700.0
2018,UKH34,2016,7600.0
2019,UKH34,2016,10000.0
2013,UKH35,2013,7500.0
2014,UKH35,2013,8600.0
2015,UKH35,2013,6000.0
2016,UKH35,2016,5100.0
2017,UKH35,2016,7800.0
2018,UKH35,2016,9300.0
2019,UKH35,2016,11500.0
2013,UKH36,2013,6700.0
2014,UKH36,2013,4900.0
2015,UKH36,2013,7500.0
2016,UKH36,2016,6600.0
2017,UKH36,2016,7900.0
2018,UKH36,2016,9200.0
2019,UKH36,2016,14300.0
2013,UKH37,2013,11900.0
2014,UKH37,2013,9200.0
2015,UKH37,2013,11900.0
2016,UKH37,2016,10300.0
2017,UKH37,2016,9900.0
2018,UKH37,2016,8900.0
2019,UKH37,2016,7600.0
2010,UKI11,2010,35800.0
2011,UKI11,2010,29900.0
2012,UKI11,2010,28900.0
2010,UKI12,2010,58500.0
2011,UKI12,2010,60800.0
2012,UKI12,2010,61500.0
2010,UKI21,2010,40400.0
2011,UKI21,2010,33300.0
2012,UKI21,2010,37800.0
2010,UKI22,2010,37000.0
2011,UKI22,2010,31600.0
2012,UKI22,2010,40300.0
2010,UKI23,2010,66000.0
2011,UKI23,2010,67900.0
2012,UKI23,2010,72000.0
2013,UKI31,2013,8400.0
2014,UKI31,2013,3700.0
2015,UKI31,2013,5500.0
2016,UKI31,2016,13100.0
2017,UKI31,2016,9600.0
2018,UKI31,2016,10400.0
2019,UKI31,2016,15400.0
2013,UKI32,2013,5300.0
2014,UKI32,2013,8500.0
2015,UKI32,2013,6100.0
2016,UKI32,2016,5600.0
2017,UKI32,2016,8600.0
2018,UKI32,2016,9900.0
2019,UKI32,2016,8100.0
2013,UKI33,2013,9900.0
2014,UKI33,2013,9300.0
2015,UKI33,2013,9600.0
2016,UKI33,2016,8600.0
2017,UKI33,2016,7800.0
2018,UKI33,2016,10300.0
2019,UKI33,2016,9100.0
2013,UKI34,2013,8000.0
2014,UKI34,2013,10200.0
2015,UKI34,2013,12700.0
2016,UKI34,2016,13100.0
2017,UKI34,2016,15200.0
2018,UKI34,2016,13100.0
2019,UKI34,2016,17700.0
2013,UKI41,2013,11900.0
2014,UKI41,2013,13200.0
2015,UKI41,2013,14300.0
2016,UKI41,2016,16200.0
2017,UKI41,2016,21400.0
2018,UKI41,2016,19300.0
2019,UKI41,2016,17500.0
2013,UKI42,2013,10000.0
2014,UKI42,2013,15900.0
2015,UKI42,2013,13700.0
2016,UKI42,2016,12700.0
2017,UKI42,2016,9700.0
2018,UKI42,2016,12000.0
2019,UKI42,2016,12200.0
2013,UKI43,2013,17000.0
2014,UKI43,2013,15400.0
2015,UKI43,2013,16800.0
2016,UKI43,2016,18800.0
2017,UKI43,2016,19900.0
2018,UKI43,2016,16500.0
2019,UKI43,2016,25800.0
2013,UKI44,2013,18300.0
2014,UKI44,2013,20600.0
2015,UKI44,2013,17900.0
2016,UKI44,2016,18600.0
2017,UKI44,2016,23500.0
2018,UKI44,2016,31800.0
2019,UKI44,2016,26300.0
2013,UKI45,2013,12700.0
2014,UKI45,2013,15600.0
2015,UKI45,2013,13900.0
2016,UKI45,2016,11200.0
2017,UKI45,2016,12500.0
2018,UKI45,2016,18500.0
2019,UKI45,2016,18100.0
2013,UKI51,2013,8300.0
2014,UKI51,2013,10400.0
2015,UKI51,2013,13400.0
2016,UKI51,2016,17200.0
2017,UKI51,2016,16900.0
2018,UKI51,2016,19300.0
2019,UKI51,2016,19800.0
2013,UKI52,2013,8200.0
2014,UKI52,2013,8300.0
2015,UKI52,2013,9300.0
2016,UKI52,2016,11300.0
2017,UKI52,2016,8700.0
2018,UKI52,2016,7700.0
2019,UKI52,2016,9400.0
2013,UKI53,2013,13400.0
2014,UKI53,2013,13200.0
2015,UKI53,2013,13600.0
2016,UKI53,2016,13200.0
2017,UKI53,2016,15700.0
2018,UKI53,2016,18800.0
2019,UKI53,2016,16100.0
2013,UKI54,2013,7800.0
2014,UKI54,2013,6900.0
2015,UKI54,2013,7500.0
2016,UKI54,2016,6400.0
2017,UKI54,2016,6300.0
2018,UKI54,2016,6200.0
2019,UKI54,2016,4100.0
2013,UKI61,2013,10300.0
2014,UKI61,2013,12000.0
2015,UKI61,2013,14400.0
2016,UKI61,2016,11100.0
2017,UKI61,2016,6700.0
2018,UKI61,2016,9900.0
2019,UKI61,2016,9400.0
